# M9 scripted-input scenario: a spawn-to-exit progression walk in Surface
# Tension.
#
# Project-authored; no bytes here come from any game installation (see
# docs/CLEAN_ROOM.md). Run against "c2a5" (Surface Tension, per
# ohl_campaign::CHAPTERS's own cited table) by xtask/src/combat_smoke.rs,
# with `--follow-level-change` so a `trigger_changelevel` this walk
# reaches is actually followed rather than only logged as "not followed".
#
# Route, in words only (no entity name, path or coordinate from any
# payload): from the player's spawn point, advance forward through a long
# sequence of turns, opening a door along the way with a `use` press once
# it is within reach, then continue forward through a further sequence of
# turns and waits until a level change fires; then wait out the
# transition.
#
# Technique: an autopilot was flown over this map's own collision hulls,
# pressing `use` whenever a usable brush entity came within
# ohl_engine::USE_RADIUS, and the per-tick inputs it applied were
# recorded and merged into the whole/fractional-degree turns below,
# matching the technique documented in
# xtask/smoke-scenarios/reach_level_change_anomalous_materials.txt. Runs
# whose per-tick turn is not bit-for-bit identical to its neighbor are
# kept as their own single-tick line rather than merged, which is why
# many lines below carry small fractional-degree turns. The run is
# deterministic, so replaying these inputs reproduces the same route
# every time.
#
# Expected fixed log lines, asserted by the harness rather than parsed
# from this file:
#   present: "Scripted input loaded.", "Scripted input finished.",
#            "The player moved from the spawn point.",
#            "The player opened a door.",
#            "A level change was followed."
#   absent:  "The player is inside solid geometry." (this scenario's own
#            regression guard for the PR #91 class of bug)
#            plus every other fixed line
1 forward look 0.000000000 -5.911334991
1 forward look 0.000000000 -6.000000000
1 forward look 0.000000000 -3.811210632
117 forward look 0.000000000 -702.000000000
1 forward look 0.000000000 -4.048076630
1 forward look 0.000000000 -3.131725311
1 forward look 0.000000000 -1.565975308
1 forward look 0.000000000 -3.154823303
1 forward look 0.000000000 -3.219444275
1 forward look 0.000000000 -1.644111633
1 forward look 0.000000000 -3.374683380
1 forward look 0.000000000 -3.511224985
1 forward look 0.000000000 -1.816440463
1 forward look 0.000000000 -3.783000946
1 forward look 0.000000000 -4.020269394
1 forward look 0.000000000 -2.116367340
1 forward look 0.000000000 -4.496699333
1 forward look 0.000000000 -4.920289040
1 forward look 0.000000000 -2.653131008
1 forward look 0.000000000 -5.800479889
1 forward look 0.000000000 -6.000000000
1 forward look 0.000000000 -4.317901611
49 forward look 0.000000000 -294.000000000
1 forward look 0.000000000 -3.842593908
1 forward look 0.000000000 -1.625827909
1 forward look 0.000000000 -3.265209198
1 forward look 0.000000000 -3.319591522
1 forward look 0.000000000 -1.692783356
1 forward look 0.000000000 -3.474624634
1 forward look 0.000000000 -3.618476868
1 forward look 0.000000000 -1.873294711
1 forward look 0.000000000 -3.904653549
1 forward look 0.000000000 -4.154300690
1 forward look 0.000000000 -2.188707352
1 forward look 0.000000000 -4.655193329
1 forward look 0.000000000 -5.100945473
1 forward look 0.000000000 -2.753458977
2 forward look 0.000000000 -12.000000000
1 forward look 0.000000000 -4.773040771
49 forward look 0.000000000 -294.000000000
1 forward look 0.000000000 -4.459892273
1 forward look 0.000000000 -1.634185791
1 forward look 0.000000000 -3.278129578
1 forward look 0.000000000 1.696807861
1 forward look 0.000000000 -1.406013489
1 forward look 0.000000000 -2.862487793
1 forward look 0.000000000 -2.943962097
1 forward look 0.000000000 -1.508609772
1 forward look 0.000000000 -3.107864380
1 forward look 0.000000000 -3.251773834
1 forward look 0.000000000 -1.689975739
1 forward look 0.000000000 -3.537409067
1 forward look 0.000000000 -3.788566351
1 forward look 0.000000000 -2.007472992
1 forward look 0.000000000 -4.297134399
1 forward look 0.000000000 -4.758201599
1 forward look 0.000000000 -2.592343330
1 forward look 0.000000000 -5.737140656
1 forward look 0.000000000 -6.000000000
1 forward look 0.000000000 -2.424239159
1 forward look 0.000000000 0.006071333
1 forward look 0.000000000 0.007913899
1 forward look 0.000000000 0.005001280
1 forward look 0.000000000 0.013638165
1 forward look 0.000000000 0.023050651
1 forward look 0.000000000 0.019869462
1 forward look 0.000000000 0.100964256
47 forward look 0.000000000 282.000000000
1 forward look 0.000000000 2.668182373
1 forward look 0.000000000 0.645111084
1 forward look 0.000000000 0.329284668
1 forward look 0.000000000 0.674865723
1 forward look 0.000000000 0.701538086
1 forward look 0.000000000 0.362609863
1 forward look 0.000000000 0.753997803
1 forward look 0.000000000 0.800476074
1 forward look 0.000000000 0.421081543
1 forward look 0.000000000 0.893096983
1 forward look 0.000000000 0.977050722
1 forward look 0.000000000 0.527191162
1 forward look 0.000000000 1.152038574
1 forward look 0.000000000 1.320129395
1 forward look 0.000000000 0.741516113
1 forward look 0.000000000 1.702758789
1 forward look 0.000000000 2.114654541
1 forward look 0.000000000 1.278442383
1 forward look 0.000000000 3.239990234
1 forward look 0.000000000 4.791076660
1 forward look 0.000000000 3.451080561
33 forward look 0.000000000 198.000000000
14 forward left look 0.000000000 84.000000000
1 forward left look 0.000000000 3.532897949
1 forward left look 0.000000000 1.064086914
1 forward left look 0.000000000 -0.759277344
1 forward left look 0.000000000 -1.781311035
34 forward left look 0.000000000 -204.000000000
1 forward left look 0.000000000 -2.920091629
1 forward left look 0.000000000 -1.269317627
1 forward left look 0.000000000 -2.623115540
1 forward left look 0.000000000 3.991891861
1 forward left look 0.000000000 -1.229656219
1 forward left look 0.000000000 -2.552610397
1 forward left look 0.000000000 -2.686466217
1 forward left look 0.000000000 -1.397962570
1 forward left look 0.000000000 -2.895849228
1 forward left look 0.000000000 -3.042057991
1 forward left look 0.000000000 -1.582188725
1 forward left look 0.000000000 -3.270297050
1 forward left look 0.000000000 -1.361490250
1 forward left look 0.000000000 0.102545738
1 forward left look 0.000000000 0.251331329
1 forward left look 0.000000000 0.317173958
1 forward left look 0.000000000 0.185400009
1 forward left look 0.000000000 0.430240661
1 forward left look 0.000000000 0.519804955
1 forward left look 0.000000000 0.298279762
1 forward left look 0.000000000 0.685860634
1 forward left look 0.000000000 0.826844275
1 forward left look 0.000000000 0.476490974
1 forward left look 0.000000000 1.106310844
1 forward left look 0.000000000 1.359507561
1 forward left look 0.000000000 0.798025191
1 forward left look 0.000000000 1.896966815
1 forward left look 0.000000000 2.418804169
1 forward left look 0.000000000 1.464363098
1 forward left look 0.000000000 3.608030081
1 forward left look 0.000000000 4.358789444
1 forward left look 0.000000000 1.994459033
1 forward left look 0.000000000 3.535099030
1 forward left look 0.000000000 2.659343719
1 forward left look 0.000000000 0.711399078
1 forward left look 0.000000000 -2.905494690
2 forward left look 0.000000000 -12.000000000
6 forward look 0.000000000 -36.000000000
53 forward right look 0.000000000 -318.000000000
1 forward right look 0.000000000 0.871669769
35 forward right look 0.000000000 210.000000000
1 forward right look 0.000000000 3.816223145
1 forward look 0.000000000 3.957489014
1 forward look 0.000000000 3.709075689
1 forward look 0.000000000 1.744476318
1 forward look 0.000000000 3.306976557
1 forward look 0.000000000 3.111389160
1 forward look 0.000000000 1.496337891
1 forward look 0.000000000 2.901000977
1 forward look 0.000000000 2.814208984
1 forward look 0.000000000 1.385589600
1 forward look 0.000000000 2.751495361
1 forward look 0.000000000 2.759704590
1 forward look 0.000000000 1.394531250
1 forward look 0.000000000 2.846527100
1 forward look 0.000000000 2.960479736
1 forward look 0.000000000 1.531341553
1 forward look 0.000000000 3.188110352
1 forward look 0.000000000 3.387786865
1 forward look 0.000000000 1.783477783
1 forward look 0.000000000 3.788330078
1 forward look 0.000000000 3.125823975
1 forward look 0.000000000 1.583557129
1 forward look 0.000000000 3.475738525
1 forward look 0.000000000 4.005157471
1 forward look 0.000000000 2.260314941
1 forward look 0.000000000 5.223693848
1 forward look 0.000000000 6.000000000
1 forward look 0.000000000 4.498931885
572 forward look 0.000000000 3432.000000000
1 forward look 0.000000000 3.828185797
1 forward look 0.000000000 3.655456543
1 forward look 0.000000000 3.946426153
1 forward look 0.000000000 2.105255127
1 forward look 0.000000000 4.542083740
1 forward look 0.000000000 5.089050293
1 forward look 0.000000000 2.800048828
2 forward look 0.000000000 12.000000000
1 forward look 0.000000000 5.997619629
22 forward look 0.000000000 132.000000000
1 forward look 0.000000000 -0.468627930
1 forward look 0.000000000 -1.745086789
1 forward look 0.000000000 -4.165039062
1 forward look 0.000000000 -5.807739258
1 forward look 0.000000000 -4.053833008
2 forward look 0.000000000 -12.000000000
33 forward left look 0.000000000 -198.000000000
1 forward left look 0.000000000 -4.116050720
1 forward left look 0.000000000 -3.122429132
1 forward left look 0.000000000 -3.134407043
1 forward left look 0.000000000 -1.575904846
1 forward left look 0.000000000 -3.137031794
1 forward left look 0.000000000 -3.087059021
1 forward left look 0.000000000 -1.533760190
1 forward left look 0.000000000 -3.012077332
1 forward left look 0.000000000 -2.968032837
1 forward left look 0.000000000 -1.477836609
1 forward left look 0.000000000 -2.911048889
1 forward left look 0.000000000 -2.878135681
1 forward left look 0.000000000 -1.436065674
1 forward left look 0.000000000 -2.836532593
1 forward left look 0.000000000 -2.813179016
1 forward left look 0.000000000 -1.406387329
1 forward left look 0.000000000 -2.784774780
1 forward left look 0.000000000 -2.769790649
1 forward left look 0.000000000 -1.387260437
1 forward left look 0.000000000 -2.753101349
1 forward left look 0.000000000 -2.745479584
1 forward left look 0.000000000 -1.377410889
1 forward left look 0.000000000 -2.739196777
1 forward left look 0.000000000 -2.738189697
1 forward left look 0.000000000 -1.004909515
1 forward left look 0.000000000 -1.643608093
1 forward left look 0.000000000 -1.738937378
1 forward left look 0.000000000 -0.906314790
1 forward left look 0.000000000 -1.887081146
1 forward left look 0.000000000 -1.990218997
1 forward left look 0.000000000 -1.035606384
1 forward left look 0.000000000 -0.898742676
1 forward left look 0.000000000 0.050109863
1 forward left look 0.000000000 0.029434202
1 forward left look 0.000000000 0.067569733
1 forward left look 0.000000000 0.078910828
1 forward left look 0.000000000 0.043628693
1 forward left look 0.000000000 0.095352180
1 forward left look 0.000000000 0.105926521
1 forward left look 0.000000000 0.056770325
1 forward left look 0.000000000 0.120887756
1 forward left look 0.000000000 0.130336761
1 forward left look 0.000000000 0.068508148
1 forward left look 0.000000000 0.143325806
1 forward left look 0.000000000 0.151279449
1 forward left look 0.000000000 0.078369141
1 forward left look 0.000000000 0.161716461
1 forward left look 0.000000000 0.167819977
1 forward left look 0.000000000 0.085895538
1 forward left look 0.000000000 0.175224304
1 forward left look 0.000000000 0.179111481
1 forward left look 0.000000000 0.090644836
1 forward left look 0.000000000 0.182895660
1 forward left look 0.000000000 0.184185028
1 forward left look 0.000000000 0.092193604
1 forward left look 0.000000000 0.183906555
1 forward left look 0.000000000 0.182323456
1 forward look 0.000000000 0.090202332
1 forward look 0.000000000 0.359313965
1 forward look 0.000000000 0.606922150
1 forward look 0.000000000 0.399311066
1 forward look 0.000000000 0.992214143
1 forward look 0.000000000 1.256587982
1 forward look 0.000000000 0.730602264
1 forward look 0.000000000 1.674900174
1 forward look 0.000000000 1.974689364
1 forward look 0.000000000 1.105098724
1 forward look 0.000000000 2.457302094
1 forward look 0.000000000 2.801197052
1 forward look 0.000000000 1.532356262
1 forward look 0.000000000 3.329982758
1 forward look 0.000000000 3.677013397
1 forward look 0.000000000 1.959251285
1 forward look 0.000000000 4.131183624
1 forward look 0.000000000 4.297470093
1 forward look 0.000000000 2.131271362
1 forward look 0.000000000 4.273735046
1 forward look 0.000000000 4.360725403
1 forward look 0.000000000 2.237998962
1 forward look 0.000000000 4.656410217
1 forward look 0.000000000 5.010154724
1 forward look 0.000000000 2.683563232
1 forward look 0.000000000 5.854141235
1 forward look 0.000000000 6.000000000
1 forward look 0.000000000 4.561744690
553 forward look 0.000000000 3318.000000000
1 forward look 0.000000000 -6.000000000
1 forward look 0.000000000 1.720977783
56 forward look 0.000000000 336.000000000
1 forward look 0.000000000 3.591369629
1 forward look 0.000000000 4.110275269
1 forward look 0.000000000 4.488769531
1 forward look 0.000000000 2.417266846
1 forward look 0.000000000 5.275268555
1 forward look 0.000000000 6.000000000
1 forward look 0.000000000 3.356811523
56 forward look 0.000000000 336.000000000
1 forward look 0.000000000 4.634933472
1 forward look 0.000000000 4.672744751
1 forward look 0.000000000 5.158386230
1 forward look 0.000000000 2.802093506
2 forward look 0.000000000 12.000000000
1 forward look 0.000000000 5.369750977
52 forward look 0.000000000 312.000000000
1 forward look 0.000000000 2.810638428
1 forward look 0.000000000 1.634918213
1 forward look 0.000000000 3.447204590
1 forward look 0.000000000 3.733154058
1 forward look 0.000000000 1.996719241
1 forward look 0.000000000 4.320755005
1 forward look 0.000000000 4.865280151
1 forward look 0.000000000 2.689697266
2 forward look 0.000000000 12.000000000
1 forward look 0.000000000 5.524871826
54 forward look 0.000000000 324.000000000
1 forward look 0.000000000 5.257278442
1 forward look 0.000000000 4.162002563
1 forward look 0.000000000 2.218231201
1 forward look 0.000000000 4.781524658
1 forward look 0.000000000 5.346099854
1 forward look 0.000000000 2.935546875
57 forward look 0.000000000 342.000000000
1 forward look 0.000000000 5.628860474
1 forward look 0.000000000 4.799636841
1 forward look 0.000000000 2.583496094
1 forward look 0.000000000 5.635986328
1 forward look 0.000000000 6.000000000
1 forward look 0.000000000 3.984252930
53 forward look 0.000000000 318.000000000
1 forward look 0.000000000 1.692871094
1 forward look 0.000000000 3.283767939
1 forward look 0.000000000 3.521682739
1 forward look 0.000000000 1.868224978
1 forward look 0.000000000 4.003952026
1 forward look 0.000000000 4.443084717
1 forward look 0.000000000 2.426132202
1 forward look 0.000000000 5.382843018
1 forward look 0.000000000 6.000000000
1 forward look 0.000000000 3.879699707
56 forward look 0.000000000 336.000000000
1 forward look 0.000000000 2.166366577
1 forward look 0.000000000 4.404907227
1 forward look 0.000000000 4.857467651
1 forward look 0.000000000 2.636779785
1 forward look 0.000000000 5.810485840
1 forward look 0.000000000 6.000000000
1 forward look 0.000000000 4.503540039
56 forward look 0.000000000 336.000000000
1 forward look 0.000000000 2.883758545
1 forward look 0.000000000 5.089538574
1 forward look 0.000000000 5.691467285
1 forward look 0.000000000 3.124755859
53 forward look 0.000000000 318.000000000
1 forward look 0.000000000 5.287292480
1 forward look 0.000000000 3.111755371
1 forward look 0.000000000 3.306839228
1 forward look 0.000000000 1.740890503
1 forward look 0.000000000 3.697860479
1 forward look 0.000000000 4.048889160
1 forward look 0.000000000 2.185806274
1 forward look 0.000000000 4.782974243
1 forward look 0.000000000 5.476531982
1 forward look 0.000000000 3.069885254
56 forward look 0.000000000 336.000000000
1 forward look 0.000000000 4.846817017
1 forward look 0.000000000 4.104187012
1 forward look 0.000000000 4.472686768
1 forward look 0.000000000 2.404281616
1 forward look 0.000000000 5.235778809
1 forward look 0.000000000 5.943115234
1 forward look 0.000000000 3.304504633
56 forward look 0.000000000 336.000000000
1 forward look 0.000000000 5.047164917
1 forward look 0.000000000 4.678710938
1 forward look 0.000000000 5.161315918
1 forward look 0.000000000 2.802001953
2 forward look 0.000000000 12.000000000
1 forward look 0.000000000 5.339660645
51 forward look 0.000000000 306.000000000
1 forward look 0.000000000 5.754608154
1 forward look 0.000000000 3.139587402
1 forward look 0.000000000 1.642578125
1 forward look 0.000000000 3.464004517
1 forward look 0.000000000 3.752273560
1 forward look 0.000000000 2.007324219
1 forward look 0.000000000 4.344894409
1 forward look 0.000000000 4.894302368
1 forward look 0.000000000 2.706481934
2 forward look 0.000000000 12.000000000
1 forward look 0.000000000 5.648803711
54 forward look 0.000000000 324.000000000
1 forward look 0.000000000 5.104522705
1 forward look 0.000000000 4.184417725
1 forward look 0.000000000 2.231597900
1 forward look 0.000000000 4.813888550
1 forward look 0.000000000 5.388183594
1 forward look 0.000000000 2.961303711
24 forward look 0.000000000 144.000000000
1 forward look 0.000000000 3.481048584
1 forward look 0.000000000 -3.358489990
1 forward look 0.000000000 -1.950958252
1 forward look 0.000000000 -4.845275879
3 forward look 0.000000000 -18.000000000
90 forward right look 0.000000000 -540.000000000
372 forward look 0.000000000 -2232.000000000
1 forward look 0.000000000 -4.645133972
1 forward look 0.000000000 -2.279300690
1 forward look 0.000000000 -5.418373108
1 forward look 0.000000000 -6.000000000
1 forward look 0.000000000 -5.630266190
57 forward look 0.000000000 -342.000000000
1 forward look 0.000000000 -5.805099487
1 forward look 0.000000000 -6.000000000
1 forward look 0.000000000 -5.149181366
59 forward look 0.000000000 -354.000000000
1 forward look 0.000000000 -5.715488434
54 forward look 0.000000000 -324.000000000
1 forward look 0.000000000 -5.511882782
1 forward look 0.000000000 -2.288040161
1 forward look 0.000000000 -1.255229950
1 forward look 0.000000000 -2.798667908
1 forward look 0.000000000 -3.308834076
1 forward look 0.000000000 -1.911136627
1 forward look 0.000000000 -4.550411224
1 forward look 0.000000000 -5.993518829
1 forward look 0.000000000 -3.828491211
59 forward look 0.000000000 -354.000000000
1 forward look 0.000000000 -4.671520233
59 forward look 0.000000000 -354.000000000
1 forward look 0.000000000 -5.971145630
56 forward look 0.000000000 -336.000000000
1 forward look 0.000000000 -1.219200134
1 forward look 0.000000000 -2.556880951
1 forward look 0.000000000 -2.958889008
1 forward look 0.000000000 -1.676574707
1 forward look 0.000000000 -3.893417120
1 forward look 0.000000000 -4.917442322
1 forward look 0.000000000 -3.018333673
59 forward look 0.000000000 -354.000000000
1 forward look 0.000000000 -5.151138306
59 forward look 0.000000000 -354.000000000
1 forward look 0.000000000 -5.900497437
4 forward look 0.000000000 -24.000000000
2 forward look 0.000000000 12.000000000
178 forward look 0.000000000 -1068.000000000
1 forward look 0.000000000 5.609588623
1 forward look 0.000000000 -4.473262787
59 forward look 0.000000000 -354.000000000
1 forward look 0.000000000 -4.752113342
118 forward look 0.000000000 -708.000000000
46 forward look 0.000000000 276.000000000
1 forward look 0.000000000 2.640167236
1 forward look 0.000000000 5.673675537
1 forward look 0.000000000 6.000000000
1 forward look 0.000000000 4.347167969
50 forward look 0.000000000 300.000000000
1 forward look 0.000000000 1.856628418
1 forward look 0.000000000 1.691467285
1 forward look 0.000000000 1.725006104
1 forward look 0.000000000 0.877960205
1 forward look 0.000000000 1.794372559
1 forward look 0.000000000 1.856780887
1 forward look 0.000000000 0.956329346
1 forward look 0.000000000 1.980407715
1 forward look 0.000000000 2.089416504
1 forward look 0.000000000 1.093444824
1 forward look 0.000000000 2.305755615
1 forward look 0.000000000 2.499389648
1 forward look 0.000000000 1.337982178
1 forward look 0.000000000 2.896942139
1 forward look 0.000000000 3.269226074
1 forward look 0.000000000 1.811645389
1 forward look 0.000000000 4.090942383
1 forward look 0.000000000 4.931152344
1 forward look 0.000000000 2.897460938
51 forward look 0.000000000 306.000000000
1 forward look 0.000000000 3.385254145
1 forward look 0.000000000 3.049255610
1 forward look 0.000000000 1.522979856
1 forward look 0.000000000 3.064270258
1 forward look 0.000000000 3.119568110
1 forward look 0.000000000 1.588836670
1 forward look 0.000000000 3.251525879
1 forward look 0.000000000 3.368652344
1 forward look 0.000000000 1.736572385
1 forward look 0.000000000 3.602142096
1 forward look 0.000000000 -5.278625488
1 forward look 0.000000000 1.872680664
1 forward look 0.000000000 4.027984619
1 forward look 0.000000000 4.484863281
1 forward look 0.000000000 2.456054688
1 forward look 0.000000000 5.468536377
1 forward look 0.000000000 6.000000000
1 forward look 0.000000000 4.109893799
52 forward look 0.000000000 312.000000000
1 forward look 0.000000000 2.930847168
1 forward look 0.000000000 0.657043457
1 forward look 0.000000000 1.330963135
1 forward look 0.000000000 1.359802246
1 forward look 0.000000000 0.693054199
1 forward look 0.000000000 1.418579102
1 forward look 0.000000000 1.471343994
1 forward look 0.000000000 0.759185791
1 forward look 0.000000000 1.575378418
1 forward look 0.000000000 1.667297363
1 forward look 0.000000000 0.874847412
1 forward look 0.000000000 1.850219727
1 forward look 0.000000000 2.014831543
1 forward look 0.000000000 1.082824707
1 forward look 0.000000000 2.355438232
1 forward look 0.000000000 2.677947998
1 forward look 0.000000000 1.493865967
1 forward look 0.000000000 3.400909662
1 forward look 0.000000000 4.157623291
1 forward look 0.000000000 2.475708008
52 forward look 0.000000000 312.000000000
1 forward look 0.000000000 3.851501465
1 forward look 0.000000000 1.485473633
1 forward look 0.000000000 2.962921143
1 forward look 0.000000000 2.981384277
1 forward look 0.000000000 1.507446289
1 forward look 0.000000000 3.064208984
1 forward look 0.000000000 3.145446777
1 forward look 0.000000000 1.609344482
1 forward look 0.000000000 3.310058594
1 forward look 0.000000000 3.454651117
1 forward look 0.000000000 1.765075684
1 forward look 0.000000000 3.566864014
1 forward look 0.000000000 3.808471680
1 forward look 0.000000000 2.012817383
1 forward look 0.000000000 4.296081543
1 forward look 0.000000000 4.735412598
1 forward look 0.000000000 2.569824219
1 forward look 0.000000000 5.660766602
1 forward look 0.000000000 6.000000000
1 forward look 0.000000000 4.227294922
28 forward look 0.000000000 168.000000000
180 wait
